index,stem,transmission_source,reflection_source,input_path,gt_path
61,voc_syn_00061,2007_000999.png,2010_001635.png,blended/voc_syn_00061.png,transmission_layer/voc_syn_00061.png
62,voc_syn_00062,2007_001027.png,2010_001636.png,blended/voc_syn_00062.png,transmission_layer/voc_syn_00062.png
63,voc_syn_00063,2007_001073.png,2010_001640.png,blended/voc_syn_00063.png,transmission_layer/voc_syn_00063.png
64,voc_syn_00064,2007_001149.png,2010_001644.png,blended/voc_syn_00064.png,transmission_layer/voc_syn_00064.png
65,voc_syn_00065,2007_001154.png,2010_001645.png,blended/voc_syn_00065.png,transmission_layer/voc_syn_00065.png
66,voc_syn_00066,2007_001185.png,2010_001646.png,blended/voc_syn_00066.png,transmission_layer/voc_syn_00066.png
67,voc_syn_00067,2007_001225.png,2010_001647.png,blended/voc_syn_00067.png,transmission_layer/voc_syn_00067.png
68,voc_syn_00068,2007_001239.png,2010_001649.png,blended/voc_syn_00068.png,transmission_layer/voc_syn_00068.png
69,voc_syn_00069,2007_001284.png,2010_001650.png,blended/voc_syn_00069.png,transmission_layer/voc_syn_00069.png
70,voc_syn_00070,2007_001289.png,2010_001652.png,blended/voc_syn_00070.png,transmission_layer/voc_syn_00070.png
71,voc_syn_00071,2007_001299.png,2010_001656.png,blended/voc_syn_00071.png,transmission_layer/voc_syn_00071.png
72,voc_syn_00072,2007_001311.png,2010_001659.png,blended/voc_syn_00072.png,transmission_layer/voc_syn_00072.png
73,voc_syn_00073,2007_001321.png,2010_001660.png,blended/voc_syn_00073.png,transmission_layer/voc_syn_00073.png
74,voc_syn_00074,2007_001340.png,2010_001665.png,blended/voc_syn_00074.png,transmission_layer/voc_syn_00074.png
75,voc_syn_00075,2007_001377.png,2010_001668.png,blended/voc_syn_00075.png,transmission_layer/voc_syn_00075.png
76,voc_syn_00076,2007_001397.png,2010_001669.png,blended/voc_syn_00076.png,transmission_layer/voc_syn_00076.png
77,voc_syn_00077,2007_001408.png,2010_001671.png,blended/voc_syn_00077.png,transmission_layer/voc_syn_00077.png
78,voc_syn_00078,2007_001416.png,2010_001674.png,blended/voc_syn_00078.png,transmission_layer/voc_syn_00078.png
79,voc_syn_00079,2007_001420.png,2010_001675.png,blended/voc_syn_00079.png,transmission_layer/voc_syn_00079.png
80,voc_syn_00080,2007_001423.png,2010_001676.png,blended/voc_syn_00080.png,transmission_layer/voc_syn_00080.png
81,voc_syn_00081,2007_001430.png,2010_001679.png,blended/voc_syn_00081.png,transmission_layer/voc_syn_00081.png
82,voc_syn_00082,2007_001439.png,2010_001680.png,blended/voc_syn_00082.png,transmission_layer/voc_syn_00082.png
83,voc_syn_00083,2007_001457.png,2010_001682.png,blended/voc_syn_00083.png,transmission_layer/voc_syn_00083.png
84,voc_syn_00084,2007_001458.png,2010_001685.png,blended/voc_syn_00084.png,transmission_layer/voc_syn_00084.png
85,voc_syn_00085,2007_001487.png,2010_001687.png,blended/voc_syn_00085.png,transmission_layer/voc_syn_00085.png
86,voc_syn_00086,2007_001568.png,2010_001689.png,blended/voc_syn_00086.png,transmission_layer/voc_syn_00086.png
87,voc_syn_00087,2007_001583.png,2010_001690.png,blended/voc_syn_00087.png,transmission_layer/voc_syn_00087.png
88,voc_syn_00088,2007_001585.png,2010_001691.png,blended/voc_syn_00088.png,transmission_layer/voc_syn_00088.png
89,voc_syn_00089,2007_001586.png,2010_001692.png,blended/voc_syn_00089.png,transmission_layer/voc_syn_00089.png
90,voc_syn_00090,2007_001587.png,2010_001697.png,blended/voc_syn_00090.png,transmission_layer/voc_syn_00090.png
91,voc_syn_00091,2007_001594.png,2010_001699.png,blended/voc_syn_00091.png,transmission_layer/voc_syn_00091.png
92,voc_syn_00092,2007_001595.png,2010_001700.png,blended/voc_syn_00092.png,transmission_layer/voc_syn_00092.png
93,voc_syn_00093,2007_001602.png,2010_001705.png,blended/voc_syn_00093.png,transmission_layer/voc_syn_00093.png
94,voc_syn_00094,2007_001609.png,2010_001706.png,blended/voc_syn_00094.png,transmission_layer/voc_syn_00094.png
95,voc_syn_00095,2007_001627.png,2010_001709.png,blended/voc_syn_00095.png,transmission_layer/voc_syn_00095.png
96,voc_syn_00096,2007_001630.png,2010_001710.png,blended/voc_syn_00096.png,transmission_layer/voc_syn_00096.png
97,voc_syn_00097,2007_001667.png,2010_001712.png,blended/voc_syn_00097.png,transmission_layer/voc_syn_00097.png
98,voc_syn_00098,2007_001677.png,2010_001715.png,blended/voc_syn_00098.png,transmission_layer/voc_syn_00098.png
99,voc_syn_00099,2007_001686.png,2010_001718.png,blended/voc_syn_00099.png,transmission_layer/voc_syn_00099.png
100,voc_syn_00100,2007_001698.png,2010_001719.png,blended/voc_syn_00100.png,transmission_layer/voc_syn_00100.png
101,voc_syn_00101,2007_001704.png,2010_001720.png,blended/voc_syn_00101.png,transmission_layer/voc_syn_00101.png
102,voc_syn_00102,2007_001709.png,2010_001729.png,blended/voc_syn_00102.png,transmission_layer/voc_syn_00102.png
103,voc_syn_00103,2007_001724.png,2010_001731.png,blended/voc_syn_00103.png,transmission_layer/voc_syn_00103.png
104,voc_syn_00104,2007_001733.png,2010_001732.png,blended/voc_syn_00104.png,transmission_layer/voc_syn_00104.png
105,voc_syn_00105,2007_001761.png,2010_001734.png,blended/voc_syn_00105.png,transmission_layer/voc_syn_00105.png
106,voc_syn_00106,2007_001763.png,2010_001737.png,blended/voc_syn_00106.png,transmission_layer/voc_syn_00106.png
107,voc_syn_00107,2007_001764.png,2010_001739.png,blended/voc_syn_00107.png,transmission_layer/voc_syn_00107.png
108,voc_syn_00108,2007_001774.png,2010_001743.png,blended/voc_syn_00108.png,transmission_layer/voc_syn_00108.png
109,voc_syn_00109,2007_001825.png,2010_001744.png,blended/voc_syn_00109.png,transmission_layer/voc_syn_00109.png
110,voc_syn_00110,2007_001834.png,2010_001746.png,blended/voc_syn_00110.png,transmission_layer/voc_syn_00110.png
111,voc_syn_00111,2007_001857.png,2010_001747.png,blended/voc_syn_00111.png,transmission_layer/voc_syn_00111.png
112,voc_syn_00112,2007_001872.png,2010_001748.png,blended/voc_syn_00112.png,transmission_layer/voc_syn_00112.png
113,voc_syn_00113,2007_001901.png,2010_001749.png,blended/voc_syn_00113.png,transmission_layer/voc_syn_00113.png
114,voc_syn_00114,2007_001917.png,2010_001752.png,blended/voc_syn_00114.png,transmission_layer/voc_syn_00114.png
115,voc_syn_00115,2007_001960.png,2010_001753.png,blended/voc_syn_00115.png,transmission_layer/voc_syn_00115.png
116,voc_syn_00116,2007_002024.png,2010_001754.png,blended/voc_syn_00116.png,transmission_layer/voc_syn_00116.png
117,voc_syn_00117,2007_002046.png,2010_001756.png,blended/voc_syn_00117.png,transmission_layer/voc_syn_00117.png
118,voc_syn_00118,2007_002055.png,2010_001757.png,blended/voc_syn_00118.png,transmission_layer/voc_syn_00118.png
119,voc_syn_00119,2007_002079.png,2010_001760.png,blended/voc_syn_00119.png,transmission_layer/voc_syn_00119.png
120,voc_syn_00120,2007_002088.png,2010_001762.png,blended/voc_syn_00120.png,transmission_layer/voc_syn_00120.png
121,voc_syn_00121,2007_002094.png,2010_001763.png,blended/voc_syn_00121.png,transmission_layer/voc_syn_00121.png
122,voc_syn_00122,2007_002099.png,2010_001767.png,blended/voc_syn_00122.png,transmission_layer/voc_syn_00122.png
123,voc_syn_00123,2007_002105.png,2010_001768.png,blended/voc_syn_00123.png,transmission_layer/voc_syn_00123.png
124,voc_syn_00124,2007_002107.png,2010_001770.png,blended/voc_syn_00124.png,transmission_layer/voc_syn_00124.png
125,voc_syn_00125,2007_002119.png,2010_001771.png,blended/voc_syn_00125.png,transmission_layer/voc_syn_00125.png
126,voc_syn_00126,2007_002120.png,2010_001773.png,blended/voc_syn_00126.png,transmission_layer/voc_syn_00126.png
127,voc_syn_00127,2007_002198.png,2010_001776.png,blended/voc_syn_00127.png,transmission_layer/voc_syn_00127.png
128,voc_syn_00128,2007_002212.png,2010_001777.png,blended/voc_syn_00128.png,transmission_layer/voc_syn_00128.png
129,voc_syn_00129,2007_002216.png,2010_001780.png,blended/voc_syn_00129.png,transmission_layer/voc_syn_00129.png
130,voc_syn_00130,2007_002227.png,2010_001784.png,blended/voc_syn_00130.png,transmission_layer/voc_syn_00130.png
131,voc_syn_00131,2007_002260.png,2010_001787.png,blended/voc_syn_00131.png,transmission_layer/voc_syn_00131.png
132,voc_syn_00132,2007_002262.png,2010_001788.png,blended/voc_syn_00132.png,transmission_layer/voc_syn_00132.png
133,voc_syn_00133,2007_002268.png,2010_001794.png,blended/voc_syn_00133.png,transmission_layer/voc_syn_00133.png
134,voc_syn_00134,2007_002284.png,2010_001795.png,blended/voc_syn_00134.png,transmission_layer/voc_syn_00134.png
135,voc_syn_00135,2007_002293.png,2010_001796.png,blended/voc_syn_00135.png,transmission_layer/voc_syn_00135.png
136,voc_syn_00136,2007_002344.png,2010_001797.png,blended/voc_syn_00136.png,transmission_layer/voc_syn_00136.png
137,voc_syn_00137,2007_002361.png,2010_001801.png,blended/voc_syn_00137.png,transmission_layer/voc_syn_00137.png
138,voc_syn_00138,2007_002368.png,2010_001803.png,blended/voc_syn_00138.png,transmission_layer/voc_syn_00138.png
139,voc_syn_00139,2007_002370.png,2010_001806.png,blended/voc_syn_00139.png,transmission_layer/voc_syn_00139.png
140,voc_syn_00140,2007_002376.png,2010_001807.png,blended/voc_syn_00140.png,transmission_layer/voc_syn_00140.png
141,voc_syn_00141,2007_002378.png,2010_001808.png,blended/voc_syn_00141.png,transmission_layer/voc_syn_00141.png
142,voc_syn_00142,2007_002387.png,2010_001810.png,blended/voc_syn_00142.png,transmission_layer/voc_syn_00142.png
143,voc_syn_00143,2007_002400.png,2010_001814.png,blended/voc_syn_00143.png,transmission_layer/voc_syn_00143.png
144,voc_syn_00144,2007_002403.png,2010_001817.png,blended/voc_syn_00144.png,transmission_layer/voc_syn_00144.png
145,voc_syn_00145,2007_002412.png,2010_001819.png,blended/voc_syn_00145.png,transmission_layer/voc_syn_00145.png
146,voc_syn_00146,2007_002426.png,2010_001820.png,blended/voc_syn_00146.png,transmission_layer/voc_syn_00146.png
147,voc_syn_00147,2007_002427.png,2010_001821.png,blended/voc_syn_00147.png,transmission_layer/voc_syn_00147.png
148,voc_syn_00148,2007_002445.png,2010_001823.png,blended/voc_syn_00148.png,transmission_layer/voc_syn_00148.png
149,voc_syn_00149,2007_002462.png,2010_001827.png,blended/voc_syn_00149.png,transmission_layer/voc_syn_00149.png
150,voc_syn_00150,2007_002470.png,2010_001828.png,blended/voc_syn_00150.png,transmission_layer/voc_syn_00150.png
151,voc_syn_00151,2007_002488.png,2010_001829.png,blended/voc_syn_00151.png,transmission_layer/voc_syn_00151.png
152,voc_syn_00152,2007_002539.png,2010_001830.png,blended/voc_syn_00152.png,transmission_layer/voc_syn_00152.png
153,voc_syn_00153,2007_002565.png,2010_001836.png,blended/voc_syn_00153.png,transmission_layer/voc_syn_00153.png
154,voc_syn_00154,2007_002597.png,2010_001837.png,blended/voc_syn_00154.png,transmission_layer/voc_syn_00154.png
155,voc_syn_00155,2007_002611.png,2010_001838.png,blended/voc_syn_00155.png,transmission_layer/voc_syn_00155.png
156,voc_syn_00156,2007_002618.png,2010_001841.png,blended/voc_syn_00156.png,transmission_layer/voc_syn_00156.png
157,voc_syn_00157,2007_002619.png,2010_001842.png,blended/voc_syn_00157.png,transmission_layer/voc_syn_00157.png
158,voc_syn_00158,2007_002639.png,2010_001843.png,blended/voc_syn_00158.png,transmission_layer/voc_syn_00158.png
159,voc_syn_00159,2007_002648.png,2010_001845.png,blended/voc_syn_00159.png,transmission_layer/voc_syn_00159.png
160,voc_syn_00160,2007_002668.png,2010_001846.png,blended/voc_syn_00160.png,transmission_layer/voc_syn_00160.png
161,voc_syn_00161,2007_002669.png,2010_001849.png,blended/voc_syn_00161.png,transmission_layer/voc_syn_00161.png
162,voc_syn_00162,2007_002719.png,2010_001850.png,blended/voc_syn_00162.png,transmission_layer/voc_syn_00162.png
163,voc_syn_00163,2007_002728.png,2010_001851.png,blended/voc_syn_00163.png,transmission_layer/voc_syn_00163.png
164,voc_syn_00164,2007_002789.png,2010_001852.png,blended/voc_syn_00164.png,transmission_layer/voc_syn_00164.png
165,voc_syn_00165,2007_002823.png,2010_001853.png,blended/voc_syn_00165.png,transmission_layer/voc_syn_00165.png
166,voc_syn_00166,2007_002845.png,2010_001856.png,blended/voc_syn_00166.png,transmission_layer/voc_syn_00166.png
167,voc_syn_00167,2007_002852.png,2010_001857.png,blended/voc_syn_00167.png,transmission_layer/voc_syn_00167.png
168,voc_syn_00168,2007_002895.png,2010_001858.png,blended/voc_syn_00168.png,transmission_layer/voc_syn_00168.png
169,voc_syn_00169,2007_002896.png,2010_001860.png,blended/voc_syn_00169.png,transmission_layer/voc_syn_00169.png
170,voc_syn_00170,2007_002903.png,2010_001862.png,blended/voc_syn_00170.png,transmission_layer/voc_syn_00170.png
171,voc_syn_00171,2007_002914.png,2010_001863.png,blended/voc_syn_00171.png,transmission_layer/voc_syn_00171.png
172,voc_syn_00172,2007_002953.png,2010_001864.png,blended/voc_syn_00172.png,transmission_layer/voc_syn_00172.png
173,voc_syn_00173,2007_002954.png,2010_001868.png,blended/voc_syn_00173.png,transmission_layer/voc_syn_00173.png
174,voc_syn_00174,2007_003000.png,2010_001869.png,blended/voc_syn_00174.png,transmission_layer/voc_syn_00174.png
175,voc_syn_00175,2007_003011.png,2010_001870.png,blended/voc_syn_00175.png,transmission_layer/voc_syn_00175.png
176,voc_syn_00176,2007_003020.png,2010_001877.png,blended/voc_syn_00176.png,transmission_layer/voc_syn_00176.png
177,voc_syn_00177,2007_003022.png,2010_001881.png,blended/voc_syn_00177.png,transmission_layer/voc_syn_00177.png
178,voc_syn_00178,2007_003051.png,2010_001884.png,blended/voc_syn_00178.png,transmission_layer/voc_syn_00178.png
179,voc_syn_00179,2007_003088.png,2010_001885.png,blended/voc_syn_00179.png,transmission_layer/voc_syn_00179.png
180,voc_syn_00180,2007_003091.png,2010_001891.png,blended/voc_syn_00180.png,transmission_layer/voc_syn_00180.png
181,voc_syn_00181,2007_003101.png,2010_001892.png,blended/voc_syn_00181.png,transmission_layer/voc_syn_00181.png
182,voc_syn_00182,2007_003106.png,2010_001893.png,blended/voc_syn_00182.png,transmission_layer/voc_syn_00182.png
183,voc_syn_00183,2007_003118.png,2010_001896.png,blended/voc_syn_00183.png,transmission_layer/voc_syn_00183.png
184,voc_syn_00184,2007_003131.png,2010_001904.png,blended/voc_syn_00184.png,transmission_layer/voc_syn_00184.png
185,voc_syn_00185,2007_003134.png,2010_001907.png,blended/voc_syn_00185.png,transmission_layer/voc_syn_00185.png
186,voc_syn_00186,2007_003137.png,2010_001911.png,blended/voc_syn_00186.png,transmission_layer/voc_syn_00186.png
187,voc_syn_00187,2007_003143.png,2010_001916.png,blended/voc_syn_00187.png,transmission_layer/voc_syn_00187.png
188,voc_syn_00188,2007_003169.png,2010_001918.png,blended/voc_syn_00188.png,transmission_layer/voc_syn_00188.png
189,voc_syn_00189,2007_003178.png,2010_001919.png,blended/voc_syn_00189.png,transmission_layer/voc_syn_00189.png
190,voc_syn_00190,2007_003188.png,2010_001921.png,blended/voc_syn_00190.png,transmission_layer/voc_syn_00190.png
191,voc_syn_00191,2007_003189.png,2010_001922.png,blended/voc_syn_00191.png,transmission_layer/voc_syn_00191.png
192,voc_syn_00192,2007_003190.png,2010_001923.png,blended/voc_syn_00192.png,transmission_layer/voc_syn_00192.png
193,voc_syn_00193,2007_003191.png,2010_001924.png,blended/voc_syn_00193.png,transmission_layer/voc_syn_00193.png
194,voc_syn_00194,2007_003194.png,2010_001927.png,blended/voc_syn_00194.png,transmission_layer/voc_syn_00194.png
195,voc_syn_00195,2007_003195.png,2010_001929.png,blended/voc_syn_00195.png,transmission_layer/voc_syn_00195.png
196,voc_syn_00196,2007_003201.png,2010_001931.png,blended/voc_syn_00196.png,transmission_layer/voc_syn_00196.png
197,voc_syn_00197,2007_003205.png,2010_001933.png,blended/voc_syn_00197.png,transmission_layer/voc_syn_00197.png
198,voc_syn_00198,2007_003207.png,2010_001937.png,blended/voc_syn_00198.png,transmission_layer/voc_syn_00198.png
199,voc_syn_00199,2007_003226.png,2010_001938.png,blended/voc_syn_00199.png,transmission_layer/voc_syn_00199.png
200,voc_syn_00200,2007_003267.png,2010_001939.png,blended/voc_syn_00200.png,transmission_layer/voc_syn_00200.png
201,voc_syn_00201,2007_003286.png,2010_001940.png,blended/voc_syn_00201.png,transmission_layer/voc_syn_00201.png
202,voc_syn_00202,2007_003330.png,2010_001941.png,blended/voc_syn_00202.png,transmission_layer/voc_syn_00202.png
203,voc_syn_00203,2007_003349.png,2010_001944.png,blended/voc_syn_00203.png,transmission_layer/voc_syn_00203.png
204,voc_syn_00204,2007_003367.png,2010_001948.png,blended/voc_syn_00204.png,transmission_layer/voc_syn_00204.png
205,voc_syn_00205,2007_003373.png,2010_001951.png,blended/voc_syn_00205.png,transmission_layer/voc_syn_00205.png
206,voc_syn_00206,2007_003431.png,2010_001954.png,blended/voc_syn_00206.png,transmission_layer/voc_syn_00206.png
207,voc_syn_00207,2007_003451.png,2010_001957.png,blended/voc_syn_00207.png,transmission_layer/voc_syn_00207.png
208,voc_syn_00208,2007_003499.png,2010_001960.png,blended/voc_syn_00208.png,transmission_layer/voc_syn_00208.png
209,voc_syn_00209,2007_003503.png,2010_001962.png,blended/voc_syn_00209.png,transmission_layer/voc_syn_00209.png
210,voc_syn_00210,2007_003529.png,2010_001966.png,blended/voc_syn_00210.png,transmission_layer/voc_syn_00210.png
211,voc_syn_00211,2007_003530.png,2010_001967.png,blended/voc_syn_00211.png,transmission_layer/voc_syn_00211.png
212,voc_syn_00212,2007_003541.png,2010_001968.png,blended/voc_syn_00212.png,transmission_layer/voc_syn_00212.png
213,voc_syn_00213,2007_003580.png,2010_001970.png,blended/voc_syn_00213.png,transmission_layer/voc_syn_00213.png
214,voc_syn_00214,2007_003581.png,2010_001973.png,blended/voc_syn_00214.png,transmission_layer/voc_syn_00214.png
215,voc_syn_00215,2007_003587.png,2010_001974.png,blended/voc_syn_00215.png,transmission_layer/voc_syn_00215.png
216,voc_syn_00216,2007_003593.png,2010_001976.png,blended/voc_syn_00216.png,transmission_layer/voc_syn_00216.png
217,voc_syn_00217,2007_003604.png,2010_001978.png,blended/voc_syn_00217.png,transmission_layer/voc_syn_00217.png
218,voc_syn_00218,2007_003611.png,2010_001980.png,blended/voc_syn_00218.png,transmission_layer/voc_syn_00218.png
219,voc_syn_00219,2007_003621.png,2010_001981.png,blended/voc_syn_00219.png,transmission_layer/voc_syn_00219.png
220,voc_syn_00220,2007_003659.png,2010_001986.png,blended/voc_syn_00220.png,transmission_layer/voc_syn_00220.png
221,voc_syn_00221,2007_003668.png,2010_001987.png,blended/voc_syn_00221.png,transmission_layer/voc_syn_00221.png
222,voc_syn_00222,2007_003682.png,2010_001988.png,blended/voc_syn_00222.png,transmission_layer/voc_syn_00222.png
223,voc_syn_00223,2007_003711.png,2010_001992.png,blended/voc_syn_00223.png,transmission_layer/voc_syn_00223.png
224,voc_syn_00224,2007_003714.png,2010_001993.png,blended/voc_syn_00224.png,transmission_layer/voc_syn_00224.png
225,voc_syn_00225,2007_003742.png,2010_001994.png,blended/voc_syn_00225.png,transmission_layer/voc_syn_00225.png
226,voc_syn_00226,2007_003745.png,2010_001995.png,blended/voc_syn_00226.png,transmission_layer/voc_syn_00226.png
227,voc_syn_00227,2007_003747.png,2010_001998.png,blended/voc_syn_00227.png,transmission_layer/voc_syn_00227.png
228,voc_syn_00228,2007_003778.png,2010_002000.png,blended/voc_syn_00228.png,transmission_layer/voc_syn_00228.png
229,voc_syn_00229,2007_003786.png,2010_002002.png,blended/voc_syn_00229.png,transmission_layer/voc_syn_00229.png
230,voc_syn_00230,2007_003788.png,2010_002006.png,blended/voc_syn_00230.png,transmission_layer/voc_syn_00230.png
231,voc_syn_00231,2007_003815.png,2010_002017.png,blended/voc_syn_00231.png,transmission_layer/voc_syn_00231.png
232,voc_syn_00232,2007_003831.png,2010_002018.png,blended/voc_syn_00232.png,transmission_layer/voc_syn_00232.png
233,voc_syn_00233,2007_003841.png,2010_002019.png,blended/voc_syn_00233.png,transmission_layer/voc_syn_00233.png
234,voc_syn_00234,2007_003861.png,2010_002020.png,blended/voc_syn_00234.png,transmission_layer/voc_syn_00234.png
235,voc_syn_00235,2007_003872.png,2010_002022.png,blended/voc_syn_00235.png,transmission_layer/voc_syn_00235.png
